,id,day,screen,call,social,sms,builtin,utilities,arousal,finance,unknown,valence,office,activity,game,entertainment,weather,communication,travel,other,mood
460,AS14.08,2014-04-18,936.6079995632168,,678.915,,8.937,,-0.4,,,0.6,,0.0490419861447403,,,,178.03300000000002,,67.792,6.0
461,AS14.08,2014-04-19,2355.3289988040965,,1092.221,,324.362,7.023,1.4,,22.302,1.2,,0.0390028943861402,,88.565,,840.206,,46.93299999999999,7.8
462,AS14.08,2014-04-20,1317.5869996547704,,5884.73,,2291.839,15.074,-1.2,,17.156,0.8,,0.0048993447953894,,173.542,,85.042,,36.373000000000005,6.4
463,AS14.08,2014-04-21,2076.093999624253,,905.644,,90.122,6.026,-1.0,,,0.6,5.032,0.0292949596667519,,437.264,,600.2099999999999,,31.308,6.4
464,AS14.08,2014-04-22,1819.2249996662133,,843.2529999999999,,109.492,,-0.6,,,0.4,,0.0773999430387924,,21.094,,795.3120000000001,,46.998,6.0
465,AS14.08,2014-04-23,1554.5250003337856,,435.9239999999999,,153.90400000000002,,0.0,,,0.4,,0.1249760272490379,,,,1044.8840000000002,,51.104,5.6
466,AS14.08,2014-04-24,1965.227999448777,,554.5720000000001,,26.486,,0.3333333333333333,,,1.0,,0.1280059119507768,,82.896,,1270.667,,547.374,6.666666666666667
467,AS14.08,2014-04-25,2004.857000589372,,812.8719999999998,,92.297,,0.0,,,0.8,163.344,0.0283210125448028,,,,10351.418,,51.705,6.333333333333333
468,AS14.08,2014-04-26,702.6440005302428,,237.624,,276.46,,-0.5,,,0.25,,0.0471788194444444,,,,156.572,,29.159,6.0
469,AS14.08,2014-04-27,2228.388000011444,,700.6910000000001,3.0,100.223,,-0.8333333333333334,,,0.6666666666666666,,0.0054298371647509,,835.74,,704.723,,34.178000000000004,6.0
470,AS14.08,2014-04-28,864.7580003738398,,461.7759999999999,,127.955,,-0.8,,,0.6,,0.0222524154589372,,109.162,,122.743,,45.431,5.8
471,AS14.08,2014-04-29,2025.43799996376,,694.2059999999999,,21.515,,-0.25,,,0.25,,0.0309961484593837,,111.408,,1157.159,,39.375,5.75
472,AS14.08,2014-04-30,3999.000998735421,,523.0989999999999,,38.781000000000006,,-0.5,,,1.0,,0.034825039929765,,202.554,,3192.407,,38.314,6.666666666666667
473,AS14.08,2014-05-01,5458.796000480648,,442.89699999999993,,96.708,202.552,0.4,,,0.8,,0.0373140985529644,,3751.748,,9933.223,,57.046,7.0
474,AS14.08,2014-05-02,703.1720004081726,,436.494,,29.822,3.172,-0.4,,,1.0,,0.1817380077030812,,29.418,,157.96099999999998,,45.74,7.2
475,AS14.08,2014-05-03,883.257999897003,,437.165,,86.962,44.214,0.4,,6.071,1.0,,0.2218137298647595,,,,1322.4700000000005,,36.627,7.4
476,AS14.08,2014-05-04,1968.6810004711156,1.0,681.4110000000001,,162.032,,-0.2,,311.75699999999995,1.0,,0.0432776127692456,,,,780.0079999999998,,34.334,6.8
477,AS14.08,2014-05-05,263.81499981880165,,204.482,,,,-1.0,,,1.0,,0.0026041666666666,,,,36.584,,22.215,6.666666666666667
503,AS14.09,2014-03-21,3007.8339989185324,3.0,,1.0,29.307,2.02,0.0,,,1.0,2.113,,,1447.4559999999994,,1221.0810000000004,,216.908,7.0
504,AS14.09,2014-03-22,4706.241000652313,,122.568,,149.05999999999997,1.003,0.0,,,0.6666666666666666,13.309,0.0628472222222222,,4606.764999999997,3.02,2687.0550000000003,193.317,147.031,7.0
505,AS14.09,2014-03-23,7160.279999732973,,18.333,1.0,299.254,3.0539999999999994,0.75,,,0.25,,0.0333333333333333,,35937.645,,3187.773,193.588,68.399,6.75
506,AS14.09,2014-03-24,5929.984000682831,,903.155,,60.258,20.667,0.5,54.492,324.702,0.5,4.090999999999999,0.0791666666666666,,1067.735,,3151.8010000000013,250.549,83.63300000000001,7.25
507,AS14.09,2014-03-25,7212.193001270292,1.0,122.999,,327.622,3.016,0.4,106.12,,-0.2,10.256,0.0256944444444444,,3985.338999999997,17.433,2417.235000000001,32.474,72.38,6.2
508,AS14.09,2014-03-26,8552.027000188831,3.0,318.847,2.0,625.4370000000001,75.99900000000001,0.5,61.349,,0.75,1.004,0.0863155761862658,,2757.001,,1505.1810000000005,,46.913,7.75
509,AS14.09,2014-03-27,4169.42199897766,1.0,501.617,,210.582,,-0.4,,112.478,0.8,,0.0270833333333333,,2440.000000000001,14.396,790.652,1.01,96.622,7.8
510,AS14.09,2014-03-28,10467.48400187493,4.0,293.719,,509.971,70.97200000000001,-0.25,56.071,17.192,1.0,6.096,0.0797784391534391,,5631.858000000001,,2641.962,983.769,245.898,8.25
511,AS14.09,2014-03-29,7516.976999044418,5.0,188.847,,454.912,3.242,-0.4,,,1.0,,0.0822916666666666,,3166.781,,3478.223000000002,157.702,63.889,8.0
512,AS14.09,2014-03-30,8669.2909989357,2.0,491.893,1.0,1384.013,4.061,-1.0,21.601,,1.0,,0.1119565217391304,,3177.5580000000023,50.67,3493.521,,41.815000000000005,7.75
513,AS14.09,2014-03-31,6808.904999494553,3.0,10.145,,623.375,4.042999999999999,-0.2,97.282,,0.2,4.1,0.0833333333333333,,2077.0020000000004,,3363.608,576.3829999999999,49.509,7.0
514,AS14.09,2014-04-01,12936.086001157755,5.0,107.098,,2289.139,5.071000000000001,0.0,123.632,729.504,0.6,,0.0798611111111111,,4216.561000000001,,5259.524999999999,137.18,64.097,7.6
515,AS14.09,2014-04-02,3616.184999942782,2.0,33.83,,1302.4090000000003,59.26199999999999,0.2,,,0.0,,0.0413865546218487,,1408.9719999999998,32.864,698.0930000000001,,78.42599999999999,6.2
516,AS14.09,2014-04-03,6119.871999502183,3.0,209.625,,588.224,,0.0,97.29,80.247,0.6,4.04,0.1809027777777777,,1529.5340000000003,,2006.619,1508.7710000000002,90.741,7.6
517,AS14.09,2014-04-04,6912.645999670028,3.0,166.319,1.0,276.152,3.087,-0.75,47.772000000000006,,0.75,,0.0760416666666666,175.019,2802.7140000000013,,3102.533999999999,275.002,61.001,7.25
518,AS14.09,2014-04-05,5465.093000888824,,109.2,,53.051,1.007,0.0,,,0.75,1.012,0.115625,80.992,2117.323,,3022.079,,76.697,7.5
519,AS14.09,2014-04-06,7160.648002386094,,260.428,,269.692,22.322,-0.4,51.71,4.098,0.8,4.025,0.1388888888888888,,3578.599000000001,24.224,2888.572,,52.749,6.8
520,AS14.09,2014-04-07,5353.679001808165,,301.159,,174.613,,-0.5,76.338,,0.0,3.043,0.078125,,1657.5469999999991,90.352,2635.4200000000005,348.162,63.722,6.2
521,AS14.09,2014-04-08,4055.7270002365126,,34.370999999999995,1.0,219.268,,0.0,160.191,,0.6,1.032,0.0864583333333333,,17314.981,,1722.9770000000003,389.942,65.994,7.2
522,AS14.09,2014-04-09,4303.101000308991,3.0,28.382,,455.0059999999999,,0.25,23.372,,0.25,,0.0341269841269841,,2041.4039999999995,,1715.1350000000004,26.014,29.334,6.5
523,AS14.09,2014-04-10,2158.587001562118,1.0,196.271,,116.389,2.019,0.75,,77.658,0.0,,0.0303571428571428,,921.5539999999996,,826.8670000000001,,19.387,6.0
524,AS14.09,2014-04-11,5562.076999187466,,,,2.008,,0.0,23.749,153.307,0.6,,0.1142857142857143,,690.9629999999999,,765.301,598.908,19.296,6.8
525,AS14.09,2014-04-12,2841.563000202179,2.0,,,,59.098000000000006,0.0,,,0.8,,0.0694444444444444,,1146.349,,1664.7170000000003,,52.752,7.0
526,AS14.09,2014-04-13,1216.8459997177124,,,1.0,12.187,1.008,-0.8,,,0.0,,0.1722222222222222,,273.8819999999999,,503.4570000000001,411.041,15.208,6.0
527,AS14.09,2014-04-14,823.1890001296997,1.0,,1.0,75.483,,-0.2,,,-0.2,5.029,0.0833333333333331,,482.67,,186.68600000000004,77.72,25.479,5.8
528,AS14.09,2014-04-15,1799.8969995975488,1.0,,1.0,120.665,,0.0,148.776,,0.0,,0.0885416666666666,,1042.7970000000005,,595.632,,11.277,6.0
529,AS14.09,2014-04-16,588.7820003032682,,,,10.121,,-0.5,,,-0.25,,0.0155844155844155,,419.4920000000001,,262.839,,29.612,5.5
530,AS14.09,2014-04-17,2211.4480004310594,1.0,,1.0,31.596,5.106999999999999,0.0,36.512,151.64100000000002,0.75,,0.1104565390749601,,651.9979999999997,,1268.0370000000005,43.02400000000001,32.259,7.0
531,AS14.09,2014-04-18,2364.1620001792908,2.0,38.117,1.0,130.091,3.011,-1.2,80.219,,0.6,72.352,0.1147382920110193,,1488.6919999999996,,516.495,22.127,12.053,6.6
532,AS14.09,2014-04-19,1896.4769990444192,,36.476,,13.157,,0.25,,,1.0,4.028,0.1131493506493506,,584.2470000000001,,761.4940000000001,475.386,20.803,8.0
533,AS14.09,2014-04-20,421.081000328064,,267.892,,2.012,,0.0,,,0.25,,0.0415482954545454,,208.97,,248.21,61.328,,6.25
534,AS14.09,2014-04-21,848.1339998245237,2.0,,,66.726,2.205,-1.0,32.886,108.031,0.5,,0.0153093434343434,,554.882,,66.779,,16.339,6.5
535,AS14.09,2014-04-22,2612.3979995250684,15.0,26.468,,814.349,,-0.2,,,0.4,,0.0643939393939393,,1426.935,,835.9220000000001,,,6.6
536,AS14.09,2014-04-23,2925.293999671936,2.0,28.135,2.0,810.7320000000001,,-0.3333333333333333,71.327,30.26,0.3333333333333333,,0.0392203282828282,,1200.4119999999998,,765.12,,23.765,6.333333333333333
537,AS14.09,2014-04-24,763.8369996547699,5.0,,,23.392,,0.2,,,1.0,,0.0420328282828282,,422.5449999999999,5.032,302.979,4.024,7.085,7.2
538,AS14.09,2014-04-25,1263.7550008296964,,,,4.023,,0.25,47.889,71.26,1.0,,0.1158143939393939,,976.6480000000004,14.066,644.2679999999999,,25.513,7.25
539,AS14.09,2014-04-26,1797.34500002861,,8.226,,74.732,,0.0,203.255,,1.0,,0.1102693602693603,,404.5199999999999,25.462,1051.722,,38.775,8.0
540,AS14.09,2014-04-27,,,,,,,-1.0,,,0.25,,,,,,,,,6.25
541,AS14.09,2014-04-28,,,,,,,0.0,,,0.6,,,,,,,,,6.6
542,AS14.09,2014-04-29,,,,,,,-0.5,,,0.5,,,,,,,,,6.75
543,AS14.09,2014-04-30,,,,,,,-0.5,,,0.75,,,,,,,,,7.0
544,AS14.09,2014-05-01,,,,,,,-0.25,,,0.75,,,,,,,,,7.5
545,AS14.09,2014-05-02,,,,,,,0.0,,,0.8,,,,,,,,,7.6
546,AS14.09,2014-05-03,,,,,,,0.25,,,0.75,,,,,,,,,7.75
547,AS14.09,2014-05-04,,,,,,,0.2,,,0.4,,,,,,,,,6.6
548,AS14.09,2014-05-05,,,,,,,-1.0,,,0.5,,,,,,,,,6.0
574,AS14.12,2014-03-21,,2.0,,,,,,,,,,,,,,,,,
575,AS14.12,2014-03-25,,2.0,,1.0,,,,,,,,,,,,,,,
576,AS14.12,2014-03-27,6065.7110004425085,2.0,4393.594,,735.7159999999999,5.052,-0.5,,,1.0,,0.1482905365606452,,207.387,,930.649,,71.905,7.0
577,AS14.12,2014-03-28,10478.017000198368,9.0,3569.3729999999987,,4855.087000000004,14.169,0.0,,,0.75,,0.1121886973180077,,3861.542,,2540.570999999999,,77.908,6.75
578,AS14.12,2014-03-29,9956.59399938583,5.0,1167.0039999999997,,6546.764000000002,8.12,1.0,,60.29900000000001,1.0,,0.1260750694279283,,1001.0590000000002,,1318.068,101.118,51.707,6.75
579,AS14.12,2014-03-30,3085.156000614166,1.0,914.519,,805.4829999999998,15.116999999999996,-0.2,,,0.25,,0.0500026692883375,,473.693,,790.708,,53.669,5.8
580,AS14.12,2014-03-31,3845.627000093461,1.0,939.671,,954.035,,0.4,11.04,,0.4,17.189,0.0725464900664517,11.03,411.651,,633.7069999999999,772.399,47.557,6.4
581,AS14.12,2014-04-01,8892.608999252321,2.0,3253.437000000001,,1334.3879999999997,,0.4,55.378,,0.75,,0.1407921548420123,3.766,751.2919999999999,,2928.8290000000006,68.07900000000001,44.646,6.4
582,AS14.12,2014-04-02,13215.448000431052,3.0,2587.3720000000003,,841.6619999999996,,-0.4,128.498,,0.3333333333333333,397.50200000000007,0.1470602274847505,,759.095,,2319.867,25.71,77.77900000000001,6.0
583,AS14.12,2014-04-03,10063.44200181961,3.0,4213.196999999999,,2386.1180000000027,,0.4,133.62,,0.0,848.027,0.1573412698412698,,1194.8059999999998,,2760.774999999999,373.78600000000006,40.63,5.4
584,AS14.12,2014-04-04,7406.303998708725,8.0,2331.898,3.0,1238.8330000000008,,0.75,,,0.6666666666666666,525.1369999999998,0.1387798904872683,,359.466,,1244.954,1689.1170000000002,45.5,6.5
585,AS14.12,2014-04-05,4866.7180008888245,3.0,2087.258,1.0,1613.1799999999994,,0.0,39.611,,0.4,,0.150298313430203,4.009,1451.876,,212.44,214.084,66.791,6.2
586,AS14.12,2014-04-06,2818.029000282286,,1061.839,,567.62,,0.25,,,0.75,,0.0872111194733988,,636.3249999999999,,165.981,346.34400000000005,39.345,6.25
587,AS14.12,2014-04-07,5998.457000255585,,2723.0260000000003,,1598.4450000000004,42.898,0.2,49.379,,1.0,5.036,0.1256551193566753,108.338,777.991,,654.4440000000002,248.585,59.736,6.4
588,AS14.12,2014-04-08,7995.54100036621,2.0,3365.6449999999995,,3070.942000000001,,0.0,196.121,,0.25,98.882,0.117654971593157,,1452.7679999999998,,1390.59,117.344,44.583000000000006,6.25
589,AS14.12,2014-04-09,11045.185998439789,,3970.779,,30519.81799999998,17.396,0.0,38.118,,-0.5,179.947,0.1655167290440424,179.81300000000002,2337.654,,1768.8439999999998,65.869,41.01,5.25
590,AS14.12,2014-04-10,7782.513999700545,,4960.509000000001,,2114.53,,0.2,,,0.6,,0.1338207834315732,5.149,438.221,,547.5509999999999,,56.132,6.4
591,AS14.12,2014-04-11,4888.174998044969,2.0,2574.388,,9721.517000000002,,-0.5,,,1.0,,0.0715106834668408,,381.991,,169.195,232.48200000000003,45.553,6.6
592,AS14.12,2014-04-12,7295.19900035858,,2253.3079999999995,,2864.401,12.068,0.0,,,0.8,11.059,0.084032014294214,,673.54,,1886.5419999999997,597.0329999999998,72.906,6.8
593,AS14.12,2014-04-13,8651.996002197266,3.0,4090.986999999999,,1239.178,5.019,0.6,,,0.0,45.218,0.0953833249642271,,1137.717,,1637.8729999999998,156.096,70.062,5.6
594,AS14.12,2014-04-14,7834.323999404911,1.0,3227.4790000000003,,1622.1909999999998,10.109,-0.4,22.081000000000003,,0.8,,0.0874241857760053,,1671.0329999999994,,1086.819,,74.52100000000002,6.6
595,AS14.12,2014-04-15,7183.024999380112,6.0,3179.6470000000004,,2352.608999999999,5.128,0.2,40.322,,1.0,173.56599999999997,0.1200504971349348,,277.298,,2162.354,,53.344,6.8
596,AS14.12,2014-04-16,7032.783002853392,3.0,1828.739,2.0,2876.7180000000003,,0.0,,,1.0,,0.1980992326039569,,990.051,,2180.4529999999995,129.132,62.984,7.0
597,AS14.12,2014-04-17,7747.718999624252,2.0,3914.188,,1108.736,5.022,-0.6,49.768,,0.8,125.091,0.1310616360007588,,434.02,,1762.53,262.063,49.81,6.8
598,AS14.12,2014-04-18,5904.472999334335,,3149.413,,796.857,4.026,-0.6,9.264,,0.8,,0.0799791231487768,,768.6220000000001,,315.754,476.158,54.298,6.6
599,AS14.12,2014-04-19,7279.017001152038,4.0,2462.619,2.0,32945.27599999999,,0.4,,,0.4,,0.1671652256803053,,862.0149999999999,,1422.102,93.026,59.983,5.8
600,AS14.12,2014-04-20,15072.07299971581,,4599.367000000002,,3891.593999999999,7.142,0.4,,,1.0,82.47,0.2202672654948737,550.414,1323.427,,744.5780000000001,430.585,51.321,6.4
601,AS14.12,2014-04-21,4222.318999528885,1.0,1880.291,,1243.055,3.038,-0.25,,,0.75,,0.0702309086923999,61.195,110.981,,1039.4609999999998,83.25099999999999,45.51,6.0
602,AS14.12,2014-04-22,18346.558000326168,2.0,5208.822999999999,,2517.7179999999994,4.156,0.25,35.153000000000006,,1.0,,0.1646270648732014,,5768.909,,3176.774,1367.324,58.139,6.5
603,AS14.12,2014-04-23,5621.264999151228,6.0,3131.532,,1266.9849999999983,,0.0,,,0.8,44.187,0.1144938873347397,,626.8889999999999,,546.1610000000001,256.50199999999995,39.926,5.8
604,AS14.12,2014-04-24,6934.605998277666,1.0,3729.074,,3131.049999999998,,-0.6,109.32899999999998,,0.6,164.138,0.0852228001377535,,745.889,,289.282,659.855,41.344,6.6
605,AS14.12,2014-04-25,4744.062000751495,3.0,1831.126,1.0,2088.079999999999,36.423,0.2,78.27000000000001,,0.2,,0.1346787019892702,,97.389,44.409,511.9469999999999,782.1739999999999,46.248,5.6
606,AS14.12,2014-04-26,3425.820999383925,6.0,1013.576,,979.5779999999996,,0.25,,,1.0,,0.3325771057511279,,337.142,22.066,293.235,761.637,42.465,7.0
607,AS14.12,2014-04-27,5069.17399930954,1.0,1675.012,,759.4559999999994,,0.0,,,0.75,15.093,0.1934794910648599,,624.5050000000002,86.672,295.29,1366.3989999999997,67.653,6.0
608,AS14.12,2014-04-28,3979.294000387192,2.0,1723.733,8.0,1955.539,,-0.6,63.189,,1.0,,0.0853976874322088,,378.061,,740.3609999999999,128.399,44.43899999999999,6.6
609,AS14.12,2014-04-29,6085.489000082017,4.0,3697.746000000001,,2113.077,,-0.4,,,1.0,171.43,0.0791976372917132,,359.939,,863.179,,48.704,6.0
610,AS14.12,2014-04-30,6141.152999639512,2.0,2048.414,,1681.2479999999998,4.11,-0.25,,,0.6666666666666666,36.22,0.1219931925300057,,1044.3830000000005,,1570.289,476.3210000000001,36.543,6.25
611,AS14.12,2014-05-01,10759.314000368113,,3774.002,2.0,1453.7619999999995,5.048,-0.2,434.079,,0.5,71.407,0.0955700386338233,181.611,956.837,,2178.99,284.95399999999995,60.43999999999999,6.2
612,AS14.12,2014-05-02,17130.235999345776,1.0,5042.722,,2623.112999999999,4.063,0.0,249.135,,0.5,37.362,0.1309995432502886,,2755.814999999999,,2517.300999999999,245.93500000000003,45.013000000000005,5.5
613,AS14.12,2014-05-03,5445.758001565932,1.0,2205.7499999999995,1.0,2817.433999999997,22.674,-0.4,52.151,,0.2,70.349,0.085140097498809,,474.1350000000001,,961.563,1.026,47.693,5.6
614,AS14.12,2014-05-04,7504.151001453397,,4638.61,,3155.5840000000003,,-0.8,,,-0.2,,0.114598722699528,,1252.7220000000002,,356.15700000000004,,44.191,4.8
615,AS14.12,2014-05-05,2281.6200006008157,2.0,517.5790000000001,,1344.7480000000012,,0.0,,,0.3333333333333333,,0.0320418552036198,,135.69299999999998,,1019.573,,24.094,6.0
643,AS14.13,2014-03-21,12928.499998092651,,162.789,2.0,144.126,,0.6,,,0.6,,0.0846487121915733,,1224.32,,14123.690000000002,47.006,109.863,6.4
644,AS14.13,2014-03-22,12328.15699982643,,654.827,,925.617,,1.4,,,1.6,,0.0939734996186608,,2283.683,,8514.374,,355.851,8.4
645,AS14.13,2014-03-23,6527.276000261305,,249.13300000000004,2.0,387.581,,1.6,,19.359,1.0,,0.1191626338685162,,631.968,,5841.738,,316.9339999999999,7.4
646,AS14.13,2014-03-24,4688.187000513077,2.0,186.043,,341.122,,1.0,,,1.8,,0.3074129857071034,,944.294,,3140.3840000000005,,97.92,8.8
647,AS14.13,2014-03-25,5026.947999477386,,381.363,,118.196,25.496,1.2,,,1.8,,0.0985684853651605,,208.497,,4322.160999999999,550.99,1139.661,7.6
648,AS14.13,2014-03-26,9064.92799973488,1.0,244.409,1.0,430.692,,-1.0,,,1.0,,0.303655124259914,,807.299,,7317.156000000004,,265.619,8.4
649,AS14.13,2014-03-27,8565.003998994822,,352.816,1.0,17.725,,-1.2,,,1.0,,0.1080941295720869,,733.764,,7266.264999999997,289.617,524.9849999999999,7.4
650,AS14.13,2014-03-28,12150.351999759672,,2989.314,,1688.5740000000003,,-1.0,,,1.2,33.368,0.3355837397178655,,1870.323,,5064.350999999999,263.01500000000004,180.592,7.6
651,AS14.13,2014-03-29,5617.916001319885,,650.089,,200.03499999999997,43.997,-1.8,,,1.0,,0.3700853779840848,,713.427,,5104.883999999999,,117.574,7.2
652,AS14.13,2014-03-30,9519.963999509811,,94.915,,27.302,,-0.6,,,0.8,,0.1106315203947191,,431.246,,7303.314999999999,,1504.998,6.2
653,AS14.13,2014-03-31,5456.011997938156,1.0,726.8009999999998,,543.1610000000002,,-1.2,,,0.6,,0.2922268907563024,,1138.739,,2715.4290000000005,,74.55,7.0
654,AS14.13,2014-04-01,7494.29600048065,3.0,4124.664,3.0,3216.0209999999997,,-1.5,,13.518999999999998,1.0,,0.4387483465608464,,706.467,,4242.906000000001,,136.147,7.5
655,AS14.13,2014-04-02,9194.638997077942,,830.5859999999998,,390.476,,-1.2,,,1.0,,0.3712079450379942,,579.5100000000001,,20718.749000000014,,100.02,7.4
656,AS14.13,2014-04-03,11380.30199933052,3.0,35.561,7.0,1548.299999999999,,-0.8,,,1.4,,0.3039661452028189,,368.455,,12564.073,,132.12699999999998,7.6
657,AS14.13,2014-04-04,8050.796003341671,,398.068,3.0,918.5979999999996,,-0.6,,,1.0,,0.1967422594122717,,680.9830000000001,,7126.405000000001,,201.698,7.8
658,AS14.13,2014-04-05,12458.326999664305,,82.548,,91.818,,0.2,,,0.8,,0.1564612721793572,,549.4929999999999,,11836.062,,237.982,6.8
659,AS14.13,2014-04-06,8325.587998628615,,526.2630000000001,,1421.958,,0.25,,211.247,0.75,,0.3203210232023791,,346.799,,6148.126000000002,283.402,115.575,6.25
660,AS14.13,2014-04-07,10618.18199920655,1.0,916.995,1.0,254.955,,-0.4,,,1.0,,0.3080046567657187,,206.152,,12359.838000000003,,1502.867,7.4
661,AS14.13,2014-04-08,10384.884002208708,2.0,158.30200000000002,,1052.325,24.576,0.8,,,1.4,,0.1243355147822914,,985.211,,7986.180999999998,,129.537,8.2
662,AS14.13,2014-04-09,14230.147996902464,4.0,209.89400000000003,,1151.7050000000002,316.434,-0.2,,,1.2,,0.1902651482398734,,238.654,,11542.971,,874.868,7.8
663,AS14.13,2014-04-10,8855.479999065397,1.0,102.73,,285.247,,0.6,,,1.0,15.069,0.3092114046758541,,,,8405.129999999996,,212.21,7.6
664,AS14.13,2014-04-11,3541.3799991607666,1.0,375.111,,864.0739999999998,,0.6,,,1.2,,0.4687077628254097,,,,2146.670999999999,,230.848,6.8
665,AS14.13,2014-04-12,7624.418000698084,4.0,342.215,6.0,393.12799999999993,,0.6,,,1.0,232.757,0.0954991948470209,,124.435,,5616.257,,91.126,6.8
666,AS14.13,2014-04-13,8206.342999458317,,156.51100000000002,2.0,146.259,,0.2,,,0.8,,0.1513406794183811,,,,7647.544,,256.995,6.6
667,AS14.13,2014-04-14,4942.535999536515,,214.171,,376.56500000000005,,-0.6,,56.776,1.0,,0.2610185432032939,,,,4689.805999999999,,200.27,6.8
668,AS14.13,2014-04-15,8591.417001247402,2.0,178.809,1.0,2472.136000000001,,-0.8,,,0.2,,0.3699345550700972,,,,6524.437000000004,,587.126,6.0
669,AS14.13,2014-04-16,6136.718998432159,2.0,278.166,,568.4670000000001,,-0.25,,,0.75,91.275,0.3382828282828283,,,,5001.133999999999,,332.408,6.0
670,AS14.13,2014-04-17,11643.332000970842,2.0,320.403,1.0,287.691,,-1.2,,,1.0,66.806,0.0414110526038063,,73.766,,9404.266999999998,,1440.8579999999995,6.4
671,AS14.13,2014-04-18,1017.902000427246,,66.562,,50.071000000000005,,-1.0,,,-1.0,,0.1181818181818182,,,,692.7739999999999,,41.769000000000005,3.5
672,AS14.13,2014-04-19,9011.547000885008,1.0,192.804,,1480.7809999999995,,-0.6,,,1.0,119.26,0.240850591796765,,380.846,,6410.085999999998,15.463,537.467,7.2
673,AS14.13,2014-04-20,2915.605000972748,,175.827,,17.698999999999998,,-1.6,,,0.6,15.035,0.2621848739495797,,11.45,,5446.160000000001,,107.948,6.6
674,AS14.13,2014-04-21,10264.740000009531,,139.59199999999998,,261.90900000000005,,-1.4,,,1.0,,0.1571017682237751,,,,8703.749000000003,43.746,2403.464,7.4
675,AS14.13,2014-04-22,7339.745000839236,,495.32499999999993,1.0,1539.3179999999995,,-1.25,,,0.75,,0.2710352653846367,,,,5355.558,,272.85,5.75
676,AS14.13,2014-04-23,3922.773000240326,3.0,612.5380000000001,2.0,521.9959999999999,,-0.8,,,1.0,,0.4385733488177098,,,,2699.9259999999995,70.989,97.396,7.4
677,AS14.13,2014-04-24,13762.461001634596,2.0,493.54,,579.9189999999999,,1.0,,,1.0,,0.4378101065601064,,,,2797.652,,303.988,7.666666666666667
678,AS14.13,2014-04-25,5650.640999317167,,1675.867,,908.4929999999998,,-0.25,,298.57700000000006,1.25,,0.4405688439574524,,,,2634.043,,205.896,7.75
679,AS14.13,2014-04-26,7379.346999406813,,416.906,,134.41899999999998,,-1.8,,,1.6,,0.169494766505636,,,,5632.783000000001,226.17499999999995,291.581,8.8
680,AS14.13,2014-04-27,13700.424999237057,,820.3340000000002,,771.598,69.928,-0.5,,,1.5,16.433,0.2649346728151076,,,,10223.057000000004,275.659,1365.9129999999998,8.0
681,AS14.13,2014-04-28,7873.467999935148,,545.32,,485.041,,-1.6666666666666667,,,1.0,16.323,0.29876844002231,,,,6129.391000000003,165.715,472.553,8.166666666666666
682,AS14.13,2014-04-29,8018.175000429152,,185.668,,401.3159999999999,,-1.25,,,1.25,15.158,0.325002877061394,,,,6750.843999999997,496.216,197.333,8.5
683,AS14.13,2014-04-30,7364.614001035689,,671.9490000000001,,95.10099999999998,,-1.1666666666666667,,,1.0,118.425,0.2936714121744516,,,,6282.334999999999,242.522,327.38699999999994,7.833333333333333
684,AS14.13,2014-05-01,6441.4219992160815,,419.401,,159.039,,-1.0,,142.69000000000003,2.0,98.043,0.1467776308054085,,,,5084.177999999998,268.906,550.983,8.333333333333334
685,AS14.13,2014-05-02,8166.500999450687,,503.1449999999999,,1039.4030000000002,,-1.4,,,0.8,67.64600000000002,0.223843228761559,,,,6354.046000000002,243.956,122.569,8.0
686,AS14.13,2014-05-03,69.4070000648498,,69.036,,35.452,,-0.75,,,1.0,,,,,,1.095,,,7.25
687,AS14.13,2014-05-04,,,,,,,-1.0,,,1.0,,,,,,,,,8.0
714,AS14.14,2014-03-21,10506.898999214172,9.0,1411.9190000000003,,2765.003000000003,,-0.6,413.512,,0.4,,0.1733855664203312,,214.909,,2927.505999999999,63.638,3858.509,6.4
715,AS14.14,2014-03-22,12238.167000055311,,1862.081,,5753.343999999998,12.133,-0.6,281.008,,0.0,,0.0960004667169809,,604.6679999999999,,4851.759,,1110.389,5.8
716,AS14.14,2014-03-23,8890.100001811985,,1348.6059999999995,,5172.018999999998,,-0.6,159.62400000000002,,0.2,,0.0664366525273635,,315.57700000000006,,3209.224,,304.809,6.0
717,AS14.14,2014-03-24,12546.419000387194,,950.617,,3389.1179999999986,,-1.0,868.4489999999998,,0.25,,0.0818347795982825,,465.08600000000007,,6946.742,210.029,439.074,6.5
718,AS14.14,2014-03-25,13155.095999240872,1.0,1172.6940000000002,1.0,5014.600999999999,,-0.25,377.516,,0.0,,0.0869440958385846,,,,5569.083000000002,1469.523,1517.705,5.75
719,AS14.14,2014-03-26,10784.664999961857,1.0,1055.6129999999998,1.0,3035.877999999999,,-0.2,6.048,,1.0,,0.136183361772669,,517.605,,4654.136,104.189,1899.149,7.0
720,AS14.14,2014-03-27,12552.150002241136,1.0,1623.8840000000002,,1914.584999999999,,-1.0,155.584,,0.8,,0.0802468657812024,,245.311,,9562.313000000002,1.008,98.693,6.6
721,AS14.14,2014-03-28,11750.760998725891,1.0,1189.358,,6551.704000000001,,-0.4,223.365,13.838,0.6,,0.0696839987353426,,161.928,,7143.947000000001,,309.146,6.2
